  ^28/*28$ ^ымыӈ/*ымыӈ$
   ^1/*1$ ^ыʼръунтэткэ/*ыʼръунтэткэ$
   ^1/*1$ ^ыʼръунтэтгъи/*ыʼръунтэтгъи$
   ^1/*1$ ^ыʼръунтэннин/*ыʼръунтэннин$
   ^1/*1$ ^ыʼнӄапԓёнмыӄаатгыт/*ыʼнӄапԓёнмыӄаатгыт$
   ^1/*1$ ^ыʼнӄапԓёнмычгатгыт/*ыʼнӄапԓёнмычгатгыт$
   ^1/*1$ ^ыʼныԓпынрынат/*ыʼныԓпынрынат$
   ^1/*1$ ^ыʼныргыткун/*ыʼныргыткун$
   ^1/*1$ ^ыʼныпԓыткугыт/*ыʼныпԓыткугыт$
   ^1/*1$ ^ыʼнынӄамэтваквым/*ыʼнынӄамэтваквым$
   ^1/*1$ ^ыʼнынтымӈэквыт/*ыʼнынтымӈэквыт$
   ^1/*1$ ^ыʼнынмымык/*ыʼнынмымык$
   ^1/*1$ ^ыʼнынвэтгаватын/*ыʼнынвэтгаватын$
   ^1/*1$ ^ыʼныгтыгыт/*ыʼныгтыгыт$
   ^1/*1$ ^ыʼнъэйӈэквыт/*ыʼнъэйӈэквыт$
   ^1/*1$ ^ыʼнъэйӈэвынэт/*ыʼнъэйӈэвынэт$
   ^1/*1$ ^ыʼнтэйкын/*ыʼнтэйкын$
   ^1/*1$ ^ыʼннатчыӈатгыт/*ыʼннатчыӈатгыт$
   ^1/*1$ ^ыʼмӈычвына/*ыʼмӈычвына$
   ^1/*1$ ^ыʼмӈотъам/*ыʼмӈотъам$
   ^1/*1$ ^ыʼмӈот/*ыʼмӈот$
   ^1/*1$ ^ыʼмӄъэӄыръугъи/*ыʼмӄъэӄыръугъи$
   ^1/*1$ ^ыʼмъычычонэт/*ыʼмъычычонэт$
   ^1/*1$ ^ыʼмпэӈу/*ыʼмпэӈу$
   ^1/*1$ ^ыʼмпаӈгыргэгыт/*ыʼмпаӈгыргэгыт$
   ^1/*1$ ^ыʼмпаӈгыргын/*ыʼмпаӈгыргын$
   ^1/*1$ ^ыʼм/*ыʼм$
   ^1/*1$ ^ыʼваӄочрагты/*ыʼваӄочрагты$
   ^1/*1$ ^чьогыргэпы/*чьогыргэпы$
   ^1/*1$ ^чьогыргын/*чьогыргын$
   ^1/*1$ ^чычаткына/*чычаткына$
   ^1/*1$ ^чымӄымкын/*чымӄымкын$
   ^1/*1$ ^чымчайпы/*чымчайпы$
   ^1/*1$ ^чыгэйгиӈык/*чыгэйгиӈык$
   ^1/*1$ ^чыгэйгиӈкы/*чыгэйгиӈкы$
   ^1/*1$ ^чыгэгчыкутгъи/*чыгэгчыкутгъи$
   ^1/*1$ ^чыгайӄаврыткатгъат/*чыгайӄаврыткатгъат$
   ^1/*1$ ^чыгайчыкойпы/*чыгайчыкойпы$
   ^1/*1$ ^чывиркынин/*чывиркынин$
   ^1/*1$ ^чоттагнычыкон/*чоттагнычыкон$
   ^1/*1$ ^чотгэӈкы/*чотгэӈкы$
   ^1/*1$ ^чотгэӈгыпы/*чотгэӈгыпы$
   ^1/*1$ ^чичиккэннин/*чичиккэннин$
   ^1/*1$ ^чичевкы/*чичевкы$
   ^1/*1$ ^читэвын/*читэвын$
   ^1/*1$ ^чинитыттэ/*чинитыттэ$
   ^1/*1$ ^чинитувикык/*чинитувикык$
   ^1/*1$ ^чинитвиԓютэ/*чинитвиԓютэ$
   ^1/*1$ ^чикгынунык/*чикгынунык$
   ^1/*1$ ^чигԓиԓгэннин/*чигԓиԓгэннин$
   ^1/*1$ ^чеӈӄачетык/*чеӈӄачетык$
   ^1/*1$ ^чеӈыԓ/*чеӈыԓ$
   ^1/*1$ ^четԓёкокайӈычыко/*четԓёкокайӈычыко$
   ^1/*1$ ^ченԓеӄэйык/*ченԓеӄэйык$
   ^1/*1$ ^ченывъигъи/*ченывъигъи$
   ^1/*1$ ^ченрыгчакватчагъэ/*ченрыгчакватчагъэ$
   ^1/*1$ ^чекыяакэн/*чекыяакэн$
   ^1/*1$ ^чекыяайпы/*чекыяайпы$
   ^1/*1$ ^чекгынонэты/*чекгынонэты$
   ^1/*1$ ^чекамӄонгачаткоӈ/*чекамӄонгачаткоӈ$
   ^1/*1$ ^чекавэтываӄ/*чекавэтываӄ$
   ^1/*1$ ^чейвыӄэе/*чейвыӄэе$
   ^1/*1$ ^чегӈоонко/*чегӈоонко$
   ^1/*1$ ^чачаткэркын/*чачаткэркын$
   ^1/*1$ ^чайкойӈымэԓ/*чайкойӈымэԓ$
   ^1/*1$ ^чайвытконвэпы/*чайвытконвэпы$
   ^1/*1$ ^чагчомата/*чагчомата$
   ^1/*1$ ^чагчоман/*чагчоман$
   ^1/*1$ ^чаатвытрын/*чаатвытрын$
   ^1/*1$ ^чаакаегты/*чаакаегты$
   ^1/*1$ ^уԓвыкэ/*уԓвыкэ$
   ^1/*1$ ^уӄӄэмӈынрыԓьын/*уӄӄэмӈынрыԓьын$
   ^1/*1$ ^уӄӄэмэнԓьэтэтгъи/*уӄӄэмэнԓьэтэтгъи$
   ^1/*1$ ^ууйъыԓьын/*ууйъыԓьын$
   ^1/*1$ ^уттынумэкэвкы/*уттынумэкэвкы$
   ^1/*1$ ^уттынпын/*уттынпын$
   ^1/*1$ ^уттуут/*уттуут$
   ^1/*1$ ^уттинэӈ/*уттинэӈ$
   ^1/*1$ ^уттимтигъи/*уттимтигъи$
   ^1/*1$ ^уткучитгъи/*уткучитгъи$
   ^1/*1$ ^утгынруԓтэннинэт/*утгынруԓтэннинэт$
   ^1/*1$ ^унъэчичгэ/*унъэчичгэ$
   ^1/*1$ ^унъэчичгын/*унъэчичгын$
   ^1/*1$ ^унмыӈан/*унмыӈан$
   ^1/*1$ ^унмытъыԓԓьэн/*унмытъыԓԓьэн$
   ^1/*1$ ^умӄэмиԓ/*умӄэмиԓ$
   ^1/*1$ ^уйӈыԓьин/*уйӈыԓьин$
   ^1/*1$ ^уйвэԓнин/*уйвэԓнин$
   ^1/*1$ ^увэраӄай/*увэраӄай$
   ^1/*1$ ^увэрачыко/*увэрачыко$
   ^1/*1$ ^увэран/*увэран$
   ^1/*1$ ^увэракэн/*увэракэн$
   ^1/*1$ ^увэнтатымгогъэ/*увэнтатымгогъэ$
   ^1/*1$ ^увъэԓьэттъын/*увъэԓьэттъын$
   ^1/*1$ ^увичвыръуԓьын/*увичвыръуԓьын$
   ^1/*1$ ^увикук/*увикук$
   ^1/*1$ ^увигмиԓ/*увигмиԓ$
   ^1/*1$ ^уʼрэмиӈкыри/*уʼрэмиӈкыри$
   ^1/*1$ ^уʼрэквъэт/*уʼрэквъэт$
   ^1/*1$ ^уʼмкыттэԓԓьэн/*уʼмкыттэԓԓьэн$
   ^1/*1$ ^уʼвэӄучиԓӄыԓ/*уʼвэӄучиԓӄыԓ$
   ^1/*1$ ^уʼвэӄучину/*уʼвэӄучину$
   ^1/*1$ ^уʼвэӄучин/*уʼвэӄучин$
   ^1/*1$ ^уʼвэкуч/*уʼвэкуч$
   ^1/*1$ ^тэԓетчирнин/*тэԓетчирнин$
   ^1/*1$ ^тэԓенъэп/*тэԓенъэп$
   ^1/*1$ ^тэԓвэничичевэ/*тэԓвэничичевэ$
   ^1/*1$ ^тэԓвэвиԓетыԓьын/*тэԓвэвиԓетыԓьын$
   ^1/*1$ ^тэӈэтэвкин/*тэӈэтэвкин$
   ^1/*1$ ^тэӈэтъымынԓывэткыԓьигым/*тэӈэтъымынԓывэткыԓьигым$
   ^1/*1$ ^тэӈэмӄынныкитэ/*тэӈэмӄынныкитэ$
   ^1/*1$ ^тэӈэмӄынвуԓӄытвик/*тэӈэмӄынвуԓӄытвик$
   ^1/*1$ ^тэӈэмыннэнъюну/*тэӈэмыннэнъюну$
   ^1/*1$ ^тэӈэмъыттъыму/*тэӈэмъыттъыму$
   ^1/*1$ ^тэӈэмпипиӄыԓгытъуԓе/*тэӈэмпипиӄыԓгытъуԓе$
   ^1/*1$ ^тэӈэмвъэйин/*тэӈэмвъэйин$
   ^1/*1$ ^тэӈэмвинвэ/*тэӈэмвинвэ$
   ^1/*1$ ^тэӈэйгуԓеткыԓьин/*тэӈэйгуԓеткыԓьин$
   ^1/*1$ ^тэӈэвиръыԓьыт/*тэӈэвиръыԓьыт$
   ^1/*1$ ^тэӈэвиръыԓьу/*тэӈэвиръыԓьу$
   ^1/*1$ ^тэӈытръэчкин/*тэӈытръэчкин$
   ^1/*1$ ^тэӈуйнэ/*тэӈуйнэ$
   ^1/*1$ ^тэӈпэнинэмиԓ/*тэӈпэнинэмиԓ$
   ^1/*1$ ^тэӈкыргысӄэтгъи/*тэӈкыргысӄэтгъи$
   ^1/*1$ ^тэӈиԓгытэнуйгэ/*тэӈиԓгытэнуйгэ$
   ^1/*1$ ^тэӈимыръэнут/*тэӈимыръэнут$
   ^1/*1$ ^тэӈикумиӈкыри/*тэӈикумиӈкыри$
   ^1/*1$ ^тэӈвуԓӄытвик/*тэӈвуԓӄытвик$
   ^1/*1$ ^тэтгыргэпы/*тэтгыргэпы$
   ^1/*1$ ^тэтгыргыт/*тэтгыргыт$
   ^1/*1$ ^тэрмэчьыӈӈинӄэе/*тэрмэчьыӈӈинӄэе$
   ^1/*1$ ^тэрмэчьыӈыԓьыт/*тэрмэчьыӈыԓьыт$
   ^1/*1$ ^тэрмэчьыӈыркын/*тэрмэчьыӈыркын$
   ^1/*1$ ^тэрмэчьыӈу/*тэрмэчьыӈу$
   ^1/*1$ ^тэрмэчьыӈ/*тэрмэчьыӈ$
   ^1/*1$ ^тэркэнэнэма/*тэркэнэнэма$
   ^1/*1$ ^тэркийӈын/*тэркийӈын$
   ^1/*1$ ^тэркамэчанма/*тэркамэчанма$
   ^1/*1$ ^тэргыԓьыт/*тэргыԓьыт$
   ^1/*1$ ^тэргысӄэвыԓьыт/*тэргысӄэвыԓьыт$
   ^1/*1$ ^тэргыръоӈногъат/*тэргыръоӈногъат$
   ^1/*1$ ^тэргыръоркыт/*тэргыръоркыт$
   ^1/*1$ ^тэнтэгрыгнин/*тэнтэгрыгнин$
   ^1/*1$ ^тэнтыԓеԓкыԓе/*тэнтыԓеԓкыԓе$
   ^1/*1$ ^тэнтыԓенэймэвэ/*тэнтыԓенэймэвэ$
   ^1/*1$ ^тэнтыԓенмэйӈэвэ/*тэнтыԓенмэйӈэвэ$
   ^1/*1$ ^тэнтуртэнуйгэ/*тэнтуртэнуйгэ$
   ^1/*1$ ^тэнтурнэԓгэ/*тэнтурнэԓгэ$
   ^1/*1$ ^тэнпэгычьиннунин/*тэнпэгычьиннунин$
   ^1/*1$ ^тэнмычьо/*тэнмычьо$
   ^1/*1$ ^тэнгиеӈысӄивнинэт/*тэнгиеӈысӄивнинэт$
   ^1/*1$ ^тэнвусӄымчыку/*тэнвусӄымчыку$
   ^1/*1$ ^тэнагнатватык/*тэнагнатватык$
   ^1/*1$ ^тэмъюӈынэт/*тэмъюӈынэт$
   ^1/*1$ ^тэмъюгнин/*тэмъюгнин$
   ^1/*1$ ^тэмъэмиӈгъи/*тэмъэмиӈгъи$
   ^1/*1$ ^тэминӈэтыԓьын/*тэминӈэтыԓьын$
   ^1/*1$ ^тэкэмыннэн/*тэкэмыннэн$
   ^1/*1$ ^тэкичгынӈэгъи/*тэкичгынӈэгъи$
   ^1/*1$ ^тэйӈэтԓыӄыԓю/*тэйӈэтԓыӄыԓю$
   ^1/*1$ ^тэйкэквъи/*тэйкэквъи$
   ^1/*1$ ^тэйкийгут/*тэйкийгут$
   ^1/*1$ ^тэйиԓиӈэ/*тэйиԓиӈэ$
   ^1/*1$ ^тэгъеӈкы/*тэгъеӈкы$
   ^1/*1$ ^тэгъену/*тэгъену$
   ^1/*1$ ^тэгмиӈкыри/*тэгмиӈкыри$
   ^1/*1$ ^тэгинӈэтыԓьу/*тэгинӈэтыԓьу$
   ^1/*1$ ^тэвэнаӈаткыната/*тэвэнаӈаткыната$
   ^1/*1$ ^тэвэнаӈамԓягъэ/*тэвэнаӈамԓягъэ$
   ^1/*1$ ^тэвыԓьата/*тэвыԓьата$
   ^1/*1$ ^тэвыпатыӈогъак/*тэвыпатыӈогъак$
   ^1/*1$ ^тэвмэтэквъи/*тэвмэтэквъи$
   ^1/*1$ ^тэвиръыӈгъи/*тэвиръыӈгъи$
   ^1/*1$ ^тэ/*тэ$
   ^1/*1$ ^тыԓянӄэргава/*тыԓянӄэргава$
   ^1/*1$ ^тыԓямакэн/*тыԓямакэн$
   ^1/*1$ ^тыԓыннынтатык/*тыԓыннынтатык$
   ^1/*1$ ^тыԓечичевэ/*тыԓечичевэ$
   ^1/*1$ ^тыԓемӄытвитэ/*тыԓемӄытвитэ$
   ^1/*1$ ^тыԓекэвэ/*тыԓекэвэ$
   ^1/*1$ ^тыԓекинэмиԓ/*тыԓекинэмиԓ$
   ^1/*1$ ^тыԓейыӄунтэтэ/*тыԓейыӄунтэтэ$
   ^1/*1$ ^тыԓейвыԓьэтыркын/*тыԓейвыԓьэтыркын$
   ^1/*1$ ^тыԓегыԓгычыкутэ/*тыԓегыԓгычыкутэ$
   ^1/*1$ ^тыԓгэнэрвавыӈӈон/*тыԓгэнэрвавыӈӈон$
   ^1/*1$ ^тыԓгитэӈмэԓевык/*тыԓгитэӈмэԓевык$
   ^1/*1$ ^тыԓгимэйӈыӄытчирэгъэк/*тыԓгимэйӈыӄытчирэгъэк$
   ^1/*1$ ^тыԓгимчегъэк/*тыԓгимчегъэк$
   ^1/*1$ ^тыԓвъэткиӈ/*тыԓвъэткиӈ$
   ^1/*1$ ^тыԓвапатык/*тыԓвапатык$
   ^1/*1$ ^тыԓвавынат/*тыԓвавынат$
   ^1/*1$ ^тыӈавтыӈык/*тыӈавтыӈык$
   ^1/*1$ ^тыӄэрэмӄуԓивык/*тыӄэрэмӄуԓивык$
   ^1/*1$ ^тыӄэмэрэтгыт/*тыӄэмэрэтгыт$
   ^1/*1$ ^тыяаркын/*тыяаркын$
   ^1/*1$ ^тычвиткуйвын/*тычвиткуйвын$
   ^1/*1$ ^тытԓятын/*тытԓятын$
   ^1/*1$ ^тытԓяпыԓмавык/*тытԓяпыԓмавык$
   ^1/*1$ ^тытԓыывэраӄай/*тытԓыывэраӄай$
   ^1/*1$ ^тытԓынъомравыԓьэты/*тытԓынъомравыԓьэты$
   ^1/*1$ ^тытԓынпыткоԓьэгыт/*тытԓынпыткоԓьэгыт$
   ^1/*1$ ^тытԓыноԓыӈкы/*тытԓыноԓыӈкы$
   ^1/*1$ ^тытԓыкагыргэпы/*тытԓыкагыргэпы$
   ^1/*1$ ^тытԓеты/*тытԓеты$
   ^1/*1$ ^тытэӄэмэӈгыт/*тытэӄэмэӈгыт$
   ^1/*1$ ^тытэтэйӈэнӈын/*тытэтэйӈэнӈын$
   ^1/*1$ ^тытэнгыеӈынэт/*тытэнгыеӈынэт$
   ^1/*1$ ^тыттэтыԓьын/*тыттэтыԓьын$
   ^1/*1$ ^тыттэтвиригъи/*тыттэтвиригъи$
   ^1/*1$ ^тыттаттыԓян/*тыттаттыԓян$
   ^1/*1$ ^тыттатръэт/*тыттатръэт$
   ^1/*1$ ^тытръэчыткуркын/*тытръэчыткуркын$
   ^1/*1$ ^тытимтиӈыркын/*тытимтиӈыркын$
   ^1/*1$ ^тытакэрӈык/*тытакэрӈык$
   ^1/*1$ ^тырэӈэвынъюӈын/*тырэӈэвынъюӈын$
   ^1/*1$ ^тырэчгэтатыӈо/*тырэчгэтатыӈо$
   ^1/*1$ ^тырэтэвиминӈэты/*тырэтэвиминӈэты$
   ^1/*1$ ^тырэтынэт/*тырэтынэт$
   ^1/*1$ ^тырэтуԓьыԓӄиквъэ/*тырэтуԓьыԓӄиквъэ$
   ^1/*1$ ^тырэтриԓнын/*тырэтриԓнын$
   ^1/*1$ ^тырэнтыӈытык/*тырэнтыӈытык$
   ^1/*1$ ^тырэнтъыԓеквыт/*тырэнтъыԓеквыт$
   ^1/*1$ ^тырэмэԓевӈыркын/*тырэмэԓевӈыркын$
   ^1/*1$ ^тырэетгъэ/*тырэетгъэ$
   ^1/*1$ ^тыръаԓяёгъа/*тыръаԓяёгъа$
   ^1/*1$ ^тыргыриԓ/*тыргыриԓ$
   ^1/*1$ ^тыраркыпчевыӈынат/*тыраркыпчевыӈынат$
   ^1/*1$ ^тырапэнрыӈын/*тырапэнрыӈын$
   ^1/*1$ ^тыранымӈыԓяквыт/*тыранымӈыԓяквыт$
   ^1/*1$ ^тыраматаӈыркын/*тыраматаӈыркын$
   ^1/*1$ ^тырагтыӈын/*тырагтыӈын$
   ^1/*1$ ^тыпԓягтыгъак/*тыпԓягтыгъак$
   ^1/*1$ ^тыпыԓӄатыӈок/*тыпыԓӄатыӈок$
   ^1/*1$ ^тыпичеӈъэԓетыркын/*тыпичеӈъэԓетыркын$
   ^1/*1$ ^тыпаԓӄомрарэрык/*тыпаԓӄомрарэрык$
   ^1/*1$ ^тынытԓяпыԓмаватын/*тынытԓяпыԓмаватын$
   ^1/*1$ ^тынымӈыԓявысӄэвыркынат/*тынымӈыԓявысӄэвыркынат$
   ^1/*1$ ^тынъэӄэԓтэвынэт/*тынъэӄэԓтэвынэт$
   ^1/*1$ ^тынутэԓкыԓык/*тынутэԓкыԓык$
   ^1/*1$ ^тынтыгыт/*тынтыгыт$
   ^1/*1$ ^тынръарэтыԓявын/*тынръарэтыԓявын$
   ^1/*1$ ^тынпынэн/*тынпынэн$
   ^1/*1$ ^тынмыгъан/*тынмыгъан$
   ^1/*1$ ^тынирвынӈэвын/*тынирвынӈэвын$
   ^1/*1$ ^тынанӄыпыгтыгъак/*тынанӄыпыгтыгъак$
   ^1/*1$ ^тымӈэраӄа/*тымӈэраӄа$
   ^1/*1$ ^тымӈэнотъаёк/*тымӈэнотъаёк$
   ^1/*1$ ^тымӈэмэӈкырэ/*тымӈэмэӈкырэ$
   ^1/*1$ ^тымӈэквъат/*тымӈэквъат$
   ^1/*1$ ^тымӈыԓёркын/*тымӈыԓёркын$
   ^1/*1$ ^тымӈамрытэнма/*тымӈамрытэнма$
   ^1/*1$ ^тымэԓеквъэк/*тымэԓеквъэк$
   ^1/*1$ ^тымэмыԓенаванӈатыпԓыткогъак/*тымэмыԓенаванӈатыпԓыткогъак$
   ^1/*1$ ^тымыткок/*тымыткок$
   ^1/*1$ ^тымыткойвынэнат/*тымыткойвынэнат$
   ^1/*1$ ^тымыткойвык/*тымыткойвык$
   ^1/*1$ ^тымынво/*тымынво$
   ^1/*1$ ^тымъёԓӄыԓ/*тымъёԓӄыԓ$
   ^1/*1$ ^тымъёԓкыԓегыт/*тымъёԓкыԓегыт$
   ^1/*1$ ^тымнэвыԓьыт/*тымнэвыԓьыт$
   ^1/*1$ ^тымкычьык/*тымкычьык$
   ^1/*1$ ^тыкытгынтыпэчасӄэвын/*тыкытгынтыпэчасӄэвын$
   ^1/*1$ ^тыкымчегрэрык/*тыкымчегрэрык$
   ^1/*1$ ^тыетыркын/*тыетыркын$
   ^1/*1$ ^тыейвэчетыркын/*тыейвэчетыркын$
   ^1/*1$ ^тыгыттъэтыркын/*тыгыттъэтыркын$
   ^1/*1$ ^тыгыткамԓягъак/*тыгыткамԓягъак$
   ^1/*1$ ^тыгтыгыт/*тыгтыгыт$
   ^1/*1$ ^тыгтонат/*тыгтонат$
   ^1/*1$ ^тывнэнат/*тывнэнат$
   ^1/*1$ ^тывнэн/*тывнэн$
   ^1/*1$ ^тывкы/*тывкы$
   ^1/*1$ ^тъэче/*тъэче$
   ^1/*1$ ^тъэръэв/*тъэръэв$
   ^1/*1$ ^тъэнӄэтыркын/*тъэнӄэтыркын$
   ^1/*1$ ^тъыԓԓьэн/*тъыԓԓьэн$
   ^1/*1$ ^тъыԓкамаграръогъэ/*тъыԓкамаграръогъэ$
   ^1/*1$ ^тъыԓгэтаӈвэтгавчетыԓьатык/*тъыԓгэтаӈвэтгавчетыԓьатык$
   ^1/*1$ ^тъыӈэвынъюсӄивык/*тъыӈэвынъюсӄивык$
   ^1/*1$ ^тъытэйӈэтынӈэгъэк/*тъытэйӈэтынӈэгъэк$
   ^1/*1$ ^тъынытԓяпыԓмавын/*тъынытԓяпыԓмавын$
   ^1/*1$ ^тъыныпкирэтгыт/*тъыныпкирэтгыт$
   ^1/*1$ ^тъынрэӄэквыт/*тъынрэӄэквыт$
   ^1/*1$ ^тъачеӈычэрыӈӈогъэ/*тъачеӈычэрыӈӈогъэ$
   ^1/*1$ ^тъарыгнэн/*тъарыгнэн$
   ^1/*1$ ^тъайытчанэн/*тъайытчанэн$
   ^1/*1$ ^туттэӈъэнӄэвыпԓыткуԓьын/*туттэӈъэнӄэвыпԓыткуԓьын$
   ^1/*1$ ^турӈэвыԓьын/*турӈэвыԓьын$
   ^1/*1$ ^турытԓепэ/*турытԓепэ$
   ^1/*1$ ^турыпԓекэ/*турыпԓекэ$
   ^1/*1$ ^турыпкитԓьэтури/*турыпкитԓьэтури$
   ^1/*1$ ^турыпкитԓьэт/*турыпкитԓьэт$
   ^1/*1$ ^турыпкитԓьэ/*турыпкитԓьэ$
   ^1/*1$ ^турыпкирэ/*турыпкирэ$
   ^1/*1$ ^турыкытԓыгин/*турыкытԓыгин$
   ^1/*1$ ^турыкынйивэ/*турыкынйивэ$
   ^1/*1$ ^турыгъевинэӈу/*турыгъевинэӈу$
   ^1/*1$ ^турыгмиԓ/*турыгмиԓ$
   ^1/*1$ ^туръэнӄэвыԓьын/*туръэнӄэвыԓьын$
   ^1/*1$ ^туръэнӄэвыԓын/*туръэнӄэвыԓын$
   ^1/*1$ ^туръурэвык/*туръурэвык$
   ^1/*1$ ^туррэмкыԓьигыт/*туррэмкыԓьигыт$
   ^1/*1$ ^турмэйӈэнӈэвысӄэт/*турмэйӈэнӈэвысӄэт$
   ^1/*1$ ^турйыԓӄэтыԓьыт/*турйыԓӄэтыԓьыт$
   ^1/*1$ ^турирык/*турирык$
   ^1/*1$ ^туриръын/*туриръын$
   ^1/*1$ ^туринэнинтэтыԓьын/*туринэнинтэтыԓьын$
   ^1/*1$ ^турвъиԓьын/*турвъиԓьын$
   ^1/*1$ ^тумгэквъэт/*тумгэквъэт$
   ^1/*1$ ^тумгынӈэгъэт/*тумгынӈэгъэт$
   ^1/*1$ ^ттъыёча/*ттъыёча$
   ^1/*1$ ^трэԓӄырирӈын/*трэԓӄырирӈын$
   ^1/*1$ ^трэԓгыӈынэт/*трэԓгыӈынэт$
   ^1/*1$ ^трэтэвиминӈыгъэ/*трэтэвиминӈыгъэ$
   ^1/*1$ ^трэткивы/*трэткивы$
   ^1/*1$ ^трэнрэӄэвӈын/*трэнрэӄэвӈын$
   ^1/*1$ ^трэнрывинрыӈын/*трэнрывинрыӈын$
   ^1/*1$ ^трэгитэсӄиквыт/*трэгитэсӄиквыт$
   ^1/*1$ ^триԓгыпгъэ/*триԓгыпгъэ$
   ^1/*1$ ^траԓгыӈӈогыт/*траԓгыӈӈогыт$
   ^1/*1$ ^тратвагъа/*тратвагъа$
   ^1/*1$ ^тракэттывагъа/*тракэттывагъа$
   ^1/*1$ ^трайъонынат/*трайъонынат$
   ^1/*1$ ^тоттыӈаӄэргавык/*тоттыӈаӄэргавык$
   ^1/*1$ ^тоттыӈаӄэргавкы/*тоттыӈаӄэргавкы$
   ^1/*1$ ^торӄонагтэ/*торӄонагтэ$
   ^1/*1$ ^торымчытвэпԓыткоԓьын/*торымчытвэпԓыткоԓьын$
   ^1/*1$ ^торыгтоёттэ/*торыгтоёттэ$
   ^1/*1$ ^торыггтыё/*торыггтыё$
   ^1/*1$ ^торъаачеко/*торъаачеко$
   ^1/*1$ ^тортэркыгыргоԓятык/*тортэркыгыргоԓятык$
   ^1/*1$ ^торарамкыԓьытвагъак/*торарамкыԓьытвагъак$
   ^1/*1$ ^топавыԓьын/*топавыԓьын$
   ^1/*1$ ^томыкайпыкэнат/*томыкайпыкэнат$
   ^1/*1$ ^томгээна/*томгээна$
   ^1/*1$ ^токвагты/*токвагты$
   ^1/*1$ ^тиӈусӄычэтык/*тиӈусӄычэтык$
   ^1/*1$ ^тинэнынныӈэтыԓьыт/*тинэнынныӈэтыԓьыт$
   ^1/*1$ ^тимтиӈыркын/*тимтиӈыркын$
   ^1/*1$ ^тимтиӈык/*тимтиӈык$
   ^1/*1$ ^тимтигнин/*тимтигнин$
   ^1/*1$ ^твыԓьатынвык/*твыԓьатынвык$
   ^1/*1$ ^твык/*твык$
   ^1/*1$ ^таԓваԓывавтагнэты/*таԓваԓывавтагнэты$
   ^1/*1$ ^таӈӄонпы/*таӈӄонпы$
   ^1/*1$ ^таӈӄаӈокэтԓьан/*таӈӄаӈокэтԓьан$
   ^1/*1$ ^таӈытвытконэн/*таӈытвытконэн$
   ^1/*1$ ^таӈынры/*таӈынры$
   ^1/*1$ ^таӈыннанъыԓё/*таӈыннанъыԓё$
   ^1/*1$ ^таӈынмынэн/*таӈынмынэн$
   ^1/*1$ ^таӈынанэтчычьыт/*таӈынанэтчычьыт$
   ^1/*1$ ^таӈынанавыԓӄычьын/*таӈынанавыԓӄычьын$
   ^1/*1$ ^таӈымӈыԓтэԓыткогъэ/*таӈымӈыԓтэԓыткогъэ$
   ^1/*1$ ^таӈымынӄэргыръова/*таӈымынӄэргыръова$
   ^1/*1$ ^таӈымынмаԓявата/*таӈымынмаԓявата$
   ^1/*1$ ^таӈымъяата/*таӈымъяата$
   ^1/*1$ ^таӈымтъыԓя/*таӈымтъыԓя$
   ^1/*1$ ^таӈъэвытԓыӈ/*таӈъэвытԓыӈ$
   ^1/*1$ ^таӈъотчой/*таӈъотчой$
   ^1/*1$ ^таӈъораӈ/*таӈъораӈ$
   ^1/*1$ ^таӈъаӄаттатыӈ/*таӈъаӄаттатыӈ$
