^2606/*2606$ ^./.<sent>$
   ^2/*2$ ^нэԓгын/иԓгыԓьын<v><iv><ger><sg><abs>/нэԓгын<n><px3sg><abs>/нэԓгын<n><sg><abs>/тыԓгык<v><tv><neut><aor><a_pl3><o_sg3>/эԓгык<v><iv><neut><intn><s_sg3>/эԓгык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^2/*2$ ^нэтчын/итчыԓьын<v><iv><ger><sg><abs>/рытчык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^2/*2$ ^нэрэԓьугыт/ԓьук<v><tv><neut><fut><a_pl3><o_sg2>/ԓьук<v><tv><neut><fut><a_sg3><o_sg2>$
   ^2/*2$ ^нэрэԓгыӈын/тыԓгык<v><tv><neut><fut><a_pl3><o_sg3>/эԓгык<v><tv><neut><fut><a_pl3><o_sg3>$
   ^2/*2$ ^нэрэркурмык/*нэрэркурмык$
   ^2/*2$ ^нэрэпириӈын/пирик<v><tv><neut><fut><a_pl3><o_sg3>$
   ^2/*2$ ^нэриквыт/*нэриквыт$
   ^2/*2$ ^нэривмык/ивык<v><tv><neut><fut><a_pl3><o_pl1>/ивык<v><tv><neut><fut><a_sg3><o_pl1>$
   ^2/*2$ ^нэпиригъэн/*нэпиригъэн$
   ^2/*2$ ^нэнэнэӄэгти/*нэнэнэӄэгти$
   ^2/*2$ ^нэнэнатыёӄэн/*нэнэнатыёӄэн$
   ^2/*2$ ^нэнаԓвавӄэнат/*нэнаԓвавӄэнат$
   ^2/*2$ ^нэнаӈӄамэтвавын/*нэнаӈӄамэтвавын$
   ^2/*2$ ^нэнаӄонынмэгым/*нэнаӄонынмэгым$
   ^2/*2$ ^нэнаяаӄэн/*нэнаяаӄэн$
   ^2/*2$ ^нэнатачайвэвыӄэн/*нэнатачайвэвыӄэн$
   ^2/*2$ ^нэнапэчайвыӄэнат/*нэнапэчайвыӄэнат$
   ^2/*2$ ^нэнанъотавӄэн/*нэнанъотавӄэн$
   ^2/*2$ ^нэнанрачвыӈатӄэнат/*нэнанрачвыӈатӄэнат$
   ^2/*2$ ^нэнанмыӄэн/*нэнанмыӄэн$
   ^2/*2$ ^нэнайъоӈӈоӄэн/*нэнайъоӈӈоӄэн$
   ^2/*2$ ^нэкыԓтыгъэн/*нэкыԓтыгъэн$
   ^2/*2$ ^нэквэтӄин/эквэтык<v><iv><stat><hab><s_sg3>/эквэтык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нэйыԓын/йыԓык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^2/*2$ ^ныԓявтытэвԓяӄэнат/*ныԓявтытэвԓяӄэнат$
   ^2/*2$ ^ныԓевԓевтури/*ныԓевԓевтури$
   ^2/*2$ ^ныԓгинымкыргэри/*ныԓгинымкыргэри$
   ^2/*2$ ^ныԓвуӄин/тыԓвык<v><iv><consume><stat><hab><s_sg3>/тыԓвык<v><tv><consume><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^ныӄэвъячатӄэн/ӄэвъячатык<v><iv><stat><hab><s_sg3>/ӄэвъячатык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^ныӄытԓиӄин/ныӄытԓиӄин<adj><3sg>$
   ^2/*2$ ^ныӄамэтвагъан/ӄамэтвак<v><iv><neut><intn><s_sg3>$
   ^2/*2$ ^ныёаʼтӄэн/*ныёаʼтӄэн$
   ^2/*2$ ^нычымчыӄэн/*нычымчыӄэн$
   ^2/*2$ ^нытԓепыткуӄин/*нытԓепыткуӄин$
   ^2/*2$ ^нытэӈычьэтӄинэт/тэӈычьэтык<v><iv><stat><hab><s_pl3>/тэӈычьэтык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^2/*2$ ^нытэминӈэтӄин/*нытэминӈэтӄин$
   ^2/*2$ ^нытъирэткуӄин/тъирэк<v><iv><ap2><stat><hab><s_sg3>/тъирэк<v><iv><iter><stat><hab><s_sg3>/тъирэк<v><iv><utilit><stat><hab><s_sg3>/тъирэк<v><tv><ap2><stat><hab><a_pl3><o_sg3>/тъирэк<v><tv><iter><stat><hab><a_pl3><o_sg3>/тъирэк<v><tv><utilit><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нытумгэвыркын/тумгэвык<v><iv><prog><intn><s_sg3>$
   ^2/*2$ ^нытвэтчатваӄэн/*нытвэтчатваӄэн$
   ^2/*2$ ^нытваморэ/вак<v><iv><stat><hab><s_pl1>/вак<v><tv><stat><hab><a_pl3><o_pl1>/вак<v><tv><stat><hab><a_sg3><o_pl1>$
   ^2/*2$ ^нытаӈпэраӄэн/нытаӈпэраӄэн<adj><3sg>$
   ^2/*2$ ^нытаӄэн/так<v><iv><stat><hab><s_sg3>/так<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нытанчачаӄэн/*нытанчачаӄэн$
   ^2/*2$ ^нырэԓӄыпатӄэн/*нырэԓӄыпатӄэн$
   ^2/*2$ ^ныръэвуӄин/*ныръэвуӄин$
   ^2/*2$ ^нырагтытыԓяӄэнат/*нырагтытыԓяӄэнат$
   ^2/*2$ ^нырагтыгъан/рагтык<v><iv><neut><intn><s_sg3>$
   ^2/*2$ ^ныпэрӄытваӄэн/*ныпэрӄытваӄэн$
   ^2/*2$ ^ныпэнрыӄэн/*ныпэнрыӄэн$
   ^2/*2$ ^ныпэнрыткоӄэн/пэнрыткок<v><iv><stat><hab><s_sg3>/пэнрыткок<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^ныппыԓюӄин/ныппыԓюӄин<adj><3sg>/ыппыԓюԓьын<adj><3sg>$
   ^2/*2$ ^ныпкитчыӄивӄин/*ныпкитчыӄивӄин$
   ^2/*2$ ^ныпиӈкучитӄинэт/пиӈкучитык<v><iv><stat><hab><s_pl3>/пиӈкучитык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^2/*2$ ^нынъатчавӄэн/*нынъатчавӄэн$
   ^2/*2$ ^нынутэгчиӄин/нутэгчик<v><iv><stat><hab><s_sg3>/нутэгчик<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нымԓьугъи/*нымԓьугъи$
   ^2/*2$ ^нымԓыӄэн/*нымԓыӄэн$
   ^2/*2$ ^нымэԓӄин/нымэԓӄин<adj><3sg>$
   ^2/*2$ ^нымэԓьэв/нымэԓьэв<adv>$
   ^2/*2$ ^нымэйыӈӄин/нымэйыӈӄин<adj><3sg>$
   ^2/*2$ ^нымытвак/нымытвак<v><iv><gna_ant>/нымытвак<v><iv><inf>$
   ^2/*2$ ^нымнымыт/нымным<n><pl><abs>/нымным<n><px3pl><abs>$
   ^2/*2$ ^ныматаӄэн/матак<v><iv><stat><hab><s_sg3>/матак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нымайӈычемгъотваӄэн/*нымайӈычемгъотваӄэн$
   ^2/*2$ ^ныйӄытчоӄэнат/*ныйӄытчоӄэнат$
   ^2/*2$ ^ныгынтэвӄин/гынтэвык<v><iv><stat><hab><s_sg3>/гынтэвык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^ныгтонэн/*ныгтонэн$
   ^2/*2$ ^ныгтиӈӄин/ныгтиӈӄин<adj><3sg>$
   ^2/*2$ ^ныгръоӄэн/гыръок<v><iv><stat><hab><s_sg3>/гыръок<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^ныгмиӈэтӄин/*ныгмиӈэтӄин$
   ^2/*2$ ^нывэнвыкоргавӄэн/*нывэнвыкоргавӄэн$
   ^2/*2$ ^нывытрытваӄэн/вытрытвак<v><iv><stat><hab><s_sg3>/вытрытвак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нывиԓгъи/нывиԓык<v><iv><neut><aor><s_sg2>/нывиԓык<v><iv><neut><aor><s_sg3>$
   ^2/*2$ ^нываӈэйпыӄэн/ваӈэйпык<v><iv><stat><hab><s_sg3>/ваӈэйпык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нывакъотваӄэн/вакъок<v><iv><res><stat><hab><s_sg3>/вакъок<v><tv><res><stat><hab><a_pl3><o_sg3>/вакъотвак<v><iv><stat><hab><s_sg3>/вакъотвак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нъэнӄэӄин/*нъэнӄэӄин$
   ^2/*2$ ^нъэйӈэвынэт/*нъэйӈэвынэт$
   ^2/*2$ ^нъытвыԓьэтӄинэт/*нъытвыԓьэтӄинэт$
   ^2/*2$ ^нъаԓяёӄэн/*нъаԓяёӄэн$
   ^2/*2$ ^нутэсӄэ/нутэсӄын<n><erg>$
   ^2/*2$ ^нутэсӄык/нутэсӄын<n><loc>$
   ^2/*2$ ^нурэӄин/нурэӄин<adj><3sg>$
   ^2/*2$ ^ночыткоӄэн/очык<v><iv><ap2><stat><hab><s_sg3>/очык<v><iv><iter><stat><hab><s_sg3>/очык<v><iv><utilit><stat><hab><s_sg3>/очык<v><tv><ap2><stat><hab><a_pl3><o_sg3>/очык<v><tv><iter><stat><hab><a_pl3><o_sg3>/очык<v><tv><utilit><stat><hab><a_pl3><o_sg3>/очыткок<v><iv><stat><hab><s_sg3>/очыткок<v><tv><stat><hab><a_pl3><o_sg3>/очыткоԓьын<adj><3sg>$
   ^2/*2$ ^нотасӄэты/нутэсӄын<n><all>$
   ^2/*2$ ^нотасӄычыкойпы/*нотасӄычыкойпы$
   ^2/*2$ ^нотасӄыткынэты/нутэсӄын<n><top><all>$
   ^2/*2$ ^ниԓгын/*ниԓгын$
   ^2/*2$ ^нитынэт/*нитынэт$
   ^2/*2$ ^нитын/итык<v><iv><neut><intn><s_sg3>/итык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^2/*2$ ^нирӄин/ирык<v><iv><stat><hab><s_sg3>/ирык<v><tv><stat><hab><a_pl3><o_sg3>/ниркэн<adj><3sg>$
   ^2/*2$ ^нинэԓьуӄинэт/*нинэԓьуӄинэт$
   ^2/*2$ ^нинэԓгигыт/*нинэԓгигыт$
   ^2/*2$ ^нинэԓгигым/*нинэԓгигым$
   ^2/*2$ ^нинэтэйкыӄин/*нинэтэйкыӄин$
   ^2/*2$ ^нинэттуӄин/*нинэттуӄин$
   ^2/*2$ ^нинэркыԓеӄин/*нинэркыԓеӄин$
   ^2/*2$ ^нинэпириӄин/инэпирик<v><iv><stat><hab><s_sg3>/инэпирик<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нинэнумэкэвӄин/*нинэнумэкэвӄин$
   ^2/*2$ ^нинэнрыӄинэт/*нинэнрыӄинэт$
   ^2/*2$ ^нинэнрыӄин/*нинэнрыӄин$
   ^2/*2$ ^нинэгитэйвыӄин/*нинэгитэйвыӄин$
   ^2/*2$ ^нинъыӄин/инъыкин<adj><3sg>/нинъыӄин<adj><3sg>$
   ^2/*2$ ^никвыӄин/иквыԓьын<adj><3sg>/никвыӄин<adj><3sg>$
   ^2/*2$ ^нивиниӄин/*нивиниӄин$
   ^2/*2$ ^нивигым/ивук<v><iv><stat><hab><s_sg1>/ивук<v><tv><stat><hab><a_pl3><o_sg1>/ивык<v><iv><stat><hab><s_sg1>/ивык<v><tv><stat><hab><a_pl3><o_sg1>$
   ^2/*2$ ^наԓпынрыгъан/*наԓпынрыгъан$
   ^2/*2$ ^наԓгыԓ/*наԓгыԓ$
   ^2/*2$ ^наӈӄатгъэ/аӈӄакэн<v><iv><th><neut><aor><s_sg2>/аӈӄакэн<v><iv><th><neut><aor><s_sg3>$
   ^2/*2$ ^нарамӈыԓёгыт/*нарамӈыԓёгыт$
   ^2/*2$ ^нарагтыгым/рагтык<v><tv><neut><aor><a_pl3><o_sg1>$
   ^2/*2$ ^напэнрыгъан/*напэнрыгъан$
   ^2/*2$ ^напаӄатԓытваӄэн/апаӄатԓытвак<v><iv><stat><hab><s_sg3>/апаӄатԓытвак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^2/*2$ ^нанпаавын/рыпаавык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^2/*2$ ^нанмыгыт/*нанмыгыт$
   ^2/*2$ ^намгонат/мгок<v><tv><neut><aor><a_pl3><o_pl3>$
   ^2/*2$ ^найъон/йъок<v><tv><neut><aor><a_pl3><o_sg3>$
   ^2/*2$ ^найъогъан/*найъогъан$
   ^2/*2$ ^нагтыӈӈогым/*нагтыӈӈогым$
   ^2/*2$ ^мэсӄээӄын/*мэсӄээӄын$
   ^2/*2$ ^мэмыԓ/мэмыԓ<n><sg><abs>$
   ^2/*2$ ^мыԓӄэгнэвын/*мыԓӄэгнэвын$
   ^2/*2$ ^мыӈигъи/*мыӈигъи$
   ^2/*2$ ^мытԓынча/мытԓынча<n><sg><abs>$
   ^2/*2$ ^мытъенмык/етык<v><iv><neut><aor><s_pl1>$
   ^2/*2$ ^мытрэнтыӈын/рытык<v><tv><neut><fut><a_pl1><o_sg3>/рэнтыӈык<v><tv><neut><aor><a_pl1><o_sg3>/ӈытык<v><tv><neut><fut><a_pl1><o_sg3>$
   ^2/*2$ ^мытранмыткоӈынат/*мытранмыткоӈынат$
   ^2/*2$ ^мытваркын/вак<v><iv><prog><aor><s_pl1>/вак<v><iv><prog><intn><s_sg1>/вак<v><tv><prog><aor><a_pl1><o_sg3>/вак<v><tv><prog><intn><a_sg1><o_sg3>$
   ^2/*2$ ^мынӄаанмат/*мынӄаанмат$
   ^2/*2$ ^мынэквэнмык/эквэтык<v><iv><neut><intn><s_pl1>$
   ^2/*2$ ^мынытвамык/вак<v><iv><neut><intn><s_pl1>$
   ^2/*2$ ^мынъытвыткумык/тывык<v><iv><ap2><neut><cond><s_pl1>/тывык<v><iv><iter><neut><cond><s_pl1>/тывык<v><iv><utilit><neut><cond><s_pl1>$
   ^2/*2$ ^мынтыгъэн/рытык<v><tv><neut><intn><a_sg1><o_sg3>/тыӄык<v><tv><neut><intn><a_pl1><o_sg3>/ӈытык<v><tv><neut><intn><a_sg1><o_sg3>$
   ^2/*2$ ^мынгыткэн/мынгыткэн<n><sg><abs>$
   ^2/*2$ ^мыйӈэтык/йыӈок<v><iv><th><neut><intn><s_sg1>/йыӈэк<v><iv><th><neut><intn><s_sg1>/йыӈэк<v><tv><neut><intn><a_sg1><o_pl2>/йыӈэтык<v><iv><neut><intn><s_sg1>$
   ^2/*2$ ^мыйпыгъан/*мыйпыгъан$
   ^2/*2$ ^мыетык/*мыетык$
   ^2/*2$ ^морыкайпы/*морыкайпы$
   ^2/*2$ ^моргынан/*моргынан$
   ^2/*2$ ^моонэнат/моок<v><tv><neut><aor><a_sg3><o_pl3>$
   ^2/*2$ ^моонэн/моок<v><tv><neut><aor><a_sg3><o_sg3>$
   ^2/*2$ ^миӈкэкинэйгыт/*миӈкэкинэйгыт$
   ^2/*2$ ^митыркын/итык<v><iv><prog><intn><s_sg1>/итык<v><tv><prog><intn><a_sg1><o_sg3>$
   ^2/*2$ ^митык/итык<v><iv><neut><intn><s_sg1>$
   ^2/*2$ ^митгъэк/итык<v><iv><neut><intn><s_sg1>$
   ^2/*2$ ^микырык/*микырык$
   ^2/*2$ ^микынти/мэӈин<prn><itg><aa><pl><abs>$
   ^2/*2$ ^мигчитԓьэт/*мигчитԓьэт$
   ^2/*2$ ^ми/*ми$
   ^2/*2$ ^матаԓьыԓӄыԓя/матак<v><iv><ptcp><act><nmzr><erg>/матаԓьын<n><nmzr><erg>$
   ^2/*2$ ^манэгран/манэгран<n><px3sg><abs>/манэгран<n><sg><abs>$
   ^2/*2$ ^манэграгты/манэгран<n><all>$
   ^2/*2$ ^майыӈкы/*майыӈкы$
   ^2/*2$ ^кэԓьэӈэв/*кэԓьэӈэв$
   ^2/*2$ ^кэԓьин/*кэԓьин$
   ^2/*2$ ^кэмаквыргэгыт/*кэмаквыргэгыт$
   ^2/*2$ ^кытԓыги/*кытԓыги$
   ^2/*2$ ^кытгынтытагратгъат/*кытгынтытагратгъат$
   ^2/*2$ ^кытгынтатгъэ/кытгынтатык<v><iv><neut><aor><s_sg2>/кытгынтатык<v><iv><neut><aor><s_sg3>$
   ^2/*2$ ^кытгъи/*кытгъи$
   ^2/*2$ ^кытвыԓ/кытвыԓ<adv>$
   ^2/*2$ ^кытаймэннэн/кытаймэтык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^2/*2$ ^кыеквъэт/*кыеквъэт$
   ^2/*2$ ^кукэйыръын/*кукэйыръын$
   ^2/*2$ ^коԓтаыʼтвычгын/*коԓтаыʼтвычгын$
   ^2/*2$ ^коԓ/*коԓ$
   ^2/*2$ ^коракэгты/*коракэгты$
   ^2/*2$ ^кмиӈын/кмиӈын<n><px3sg><abs>/кмиӈын<n><sg><abs>$
   ^2/*2$ ^кимитъэ/кимитъын<n><erg>$
   ^2/*2$ ^кимитъын/кимитъын<n><px3sg><abs>/кимитъын<n><sg><abs>$
   ^2/*2$ ^кивык/кивкив<n><loc>/кивык<v><iv><gna_ant>/кивык<v><iv><inf>$
   ^2/*2$ ^кивкинэк/*кивкинэк$
   ^2/*2$ ^каԓьайӈын/*каԓьайӈын$
   ^2/*2$ ^камԓеԓы/*камԓеԓы$
   ^2/*2$ ^кагынмыԓгын/кагынмыԓгын<n><sing><abs>$
   ^2/*2$ ^кавранэн/каврак<v><tv><neut><aor><a_sg3><o_sg3>$
   ^2/*2$ ^каврак/каврак<v><iv><gna_ant>/каврак<v><iv><inf>$
   ^2/*2$ ^ка/*ка$
   ^2/*2$ ^йыԓӄыԓьын/йыԓӄыԓьын<v><iv><ptcp><act><aa><ess>/йыԓӄыԓьын<v><iv><ptcp><act><px3sg><abs>/йыԓӄыԓьын<v><iv><ptcp><act><sg><abs>$
   ^2/*2$ ^йыԓӄыԓьигым/*йыԓӄыԓьигым$
   ^2/*2$ ^йыԓгыӈэвмиргын/*йыԓгыӈэвмиргын$
   ^2/*2$ ^йыӄӄайъым/йыӄӄайъым<adv>$
   ^2/*2$ ^йыӄэтгъи/*йыӄэтгъи$
   ^2/*2$ ^йытыркын/йытык<v><iv><prog><aor><s_sg2>/йытык<v><iv><prog><aor><s_sg3>/йытык<v><tv><prog><aor><a_sg2><o_sg3>$
   ^2/*2$ ^йыпаннэн/йыпатык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^2/*2$ ^йыннэн/*йыннэн$
   ^2/*2$ ^йыннинэт/йытык<v><tv><neut><aor><a_sg3><o_pl3>$
   ^2/*2$ ^йъок/йъок<v><iv><gna_ant>/йъок<v><iv><inf>$
   ^2/*2$ ^йъачеӈӄачетыркын/*йъачеӈӄачетыркын$
   ^2/*2$ ^йъапэнра/*йъапэнра$
   ^2/*2$ ^йиԓьэйиԓ/*йиԓьэйиԓ$
   ^2/*2$ ^йичьэмиттумгэ/йичьэмиттумгын<n><erg>$
   ^2/*2$ ^иԓкымъетгъэт/иԓкымъетык<v><iv><neut><aor><s_pl3>$
   ^2/*2$ ^итгиԓгэ/итгиԓгын<n><erg>$
   ^2/*2$ ^итгиԓгытъуԓӄэгти/*итгиԓгытъуԓӄэгти$
   ^2/*2$ ^иръытвыгъи/иръытвык<v><iv><neut><aor><s_sg2>/иръытвык<v><iv><neut><aor><s_sg3>$
   ^2/*2$ ^иръыкин/иръын<n><rel><sg><abs>$
   ^2/*2$ ^ирвыт/ирвыир<n><pl><abs>/ирвыир<n><px3pl><abs>$
   ^2/*2$ ^инэԓыпъэтгъи/*инэԓыпъэтгъи$
   ^2/*2$ ^инэӈ/инэӈ<n><sg><abs>/ёк<v><iv><ger><sg><abs>/ёк<v><tv><ger><sg><abs>$
   ^2/*2$ ^инэнтыгъи/инэнтык<v><iv><neut><aor><s_sg2>/инэнтык<v><iv><neut><aor><s_sg3>/рытык<v><iv><ap><neut><aor><s_sg2>/рытык<v><iv><ap><neut><aor><s_sg3>/тыӄык<v><iv><ap><caus><neut><aor><s_sg2>/тыӄык<v><iv><ap><caus><neut><aor><s_sg3>/ӈытык<v><iv><ap><neut><aor><s_sg2>/ӈытык<v><iv><ap><neut><aor><s_sg3>$
   ^2/*2$ ^имыт/имим<n><pl><abs>/имим<n><px3pl><abs>$
   ^2/*2$ ^имырэӄувичвэтык/*имырэӄувичвэтык$
   ^2/*2$ ^имтиԓӄытгъэт/*имтиԓӄытгъэт$
   ^2/*2$ ^иквичисӄивыԓьын/*иквичисӄивыԓьын$
   ^2/*2$ ^игытӄэй/*игытӄэй$
   ^2/*2$ ^ивԓюттыт/*ивԓюттыт$
   ^2/*2$ ^ивыԓьыт/*ивыԓьыт$
   ^2/*2$ ^иʼны/иʼны<n><sg><abs>$
   ^2/*2$ ^иʼннык/иʼннын<n><loc>$
   ^2/*2$ ^етыԓьигыт/*етыԓьигыт$
   ^2/*2$ ^етъаӈ/етъаӈ<adv>/етык<v><iv><th><vb>/етык<v><tv><th><vb>$
   ^2/*2$ ^епынмычыко/*епынмычыко$
   ^2/*2$ ^ейвэԓӄэй/ейвэԓ<n><dim><sg><abs>$
   ^2/*2$ ^ейвэԓкэй/*ейвэԓкэй$
   ^2/*2$ ^ей/*ей$
   ^2/*2$ ^егыт/ягыԓгын<n><pl><abs>/ягыԓгын<n><px3pl><abs>$
   ^2/*2$ ^гэԓгинэчьэвԓин/*гэԓгинэчьэвԓин$
   ^2/*2$ ^гээкэтԓинэт/*гээкэтԓинэт$
   ^2/*2$ ^гээвкы/*гээвкы$
   ^2/*2$ ^гэчеватыԓьэты/*гэчеватыԓьэты$
   ^2/*2$ ^гэтԓыгэ/*гэтԓыгэ$
   ^2/*2$ ^гэтытвама/итык<v><iv><res><com><vb>/итык<v><tv><res><com><vb>$
   ^2/*2$ ^гэтчыԓинэт/рытчык<v><iv><stat><perf><s_pl3>/рытчык<v><tv><stat><perf><o_pl3>$
   ^2/*2$ ^гэтинэнъэӄэнԓин/тинэнъэӄэӈык<v><iv><stat><perf><s_sg3>/тинэнъэӄэӈык<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гэпкитԓинэт/пыкирык<v><iv><stat><perf><s_pl3>/пыкирык<v><tv><stat><perf><o_pl3>$
   ^2/*2$ ^гэпириԓин/пирик<v><iv><stat><perf><s_sg3>/пирик<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гэнӈивыԓин/*гэнӈивыԓин$
   ^2/*2$ ^гэнъэԓԓинэт/нъэԓык<v><iv><stat><perf><s_pl3>/нъэԓык<v><tv><stat><perf><o_pl3>$
   ^2/*2$ ^гэнутэсӄынӈэԓинэт/*гэнутэсӄынӈэԓинэт$
   ^2/*2$ ^гэнпэвԓинэт/рыпык<v><iv><th><stat><perf><s_pl3>/рыпык<v><tv><th><stat><perf><o_pl3>$
   ^2/*2$ ^гэнанмыԓен/*гэнанмыԓен$
   ^2/*2$ ^гэккэтэ/*гэккэтэ$
   ^2/*2$ ^гэквэтԓин/эквэтык<v><iv><stat><perf><s_sg3>/эквэтык<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гэйыръэтԓин/йыръэтык<v><iv><stat><perf><s_sg3>/йыръэтык<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гэйичьэмэ/*гэйичьэмэ$
   ^2/*2$ ^гэгынтэвԓин/гынтэвык<v><iv><stat><perf><s_sg3>/гынтэвык<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гэвъиԓинэт/въик<v><iv><stat><perf><s_pl3>/въик<v><tv><stat><perf><o_pl3>$
   ^2/*2$ ^гэвуԓӄытвиԓин/*гэвуԓӄытвиԓин$
   ^2/*2$ ^гыԓмимԓе/*гыԓмимԓе$
   ^2/*2$ ^гыԓгын/гыԓгын<n><edge><aa><ess>/гыԓгын<n><edge><px3sg><abs>/гыԓгын<n><edge><sg><abs>/гыԓгын<n><sing><abs>$
   ^2/*2$ ^гыткъэвкы/*гыткъэвкы$
   ^2/*2$ ^гыткатъоԓя/гыткаԓгын<n><prtt><erg>$
   ^2/*2$ ^гырнин/*гырнин$
   ^2/*2$ ^гыргочагты/*гыргочагты$
   ^2/*2$ ^гыргоча/гыргоча<adv>$
   ^2/*2$ ^гыныкытԓыгэ/*гыныкытԓыгэ$
   ^2/*2$ ^гыныкагты/гыт<prn><pers><p2><sg><all>$
   ^2/*2$ ^гынык/гыт<prn><pers><p2><sg><loc>$
   ^2/*2$ ^гынтэквъэт/*гынтэквъэт$
   ^2/*2$ ^гынонрэчетгыпы/*гынонрэчетгыпы$
   ^2/*2$ ^гынникыт/гынник<n><pl><abs>/гынник<n><px3pl><abs>$
   ^2/*2$ ^гынмыԓкин/гынмыԓкин<adj><3sg>$
   ^2/*2$ ^гымыкытԓыгэ/*гымыкытԓыгэ$
   ^2/*2$ ^гувиԓинэт/увик<v><iv><stat><perf><s_pl3>/увик<v><tv><stat><perf><o_pl3>$
   ^2/*2$ ^гроԓмакы/гроԓмакы<adv>$
   ^2/*2$ ^гоккой/гоккой<ij>$
   ^2/*2$ ^гиԓиву/*гиԓиву$
   ^2/*2$ ^гитэнинэт/гитэк<v><tv><neut><aor><a_sg3><o_pl3>$
   ^2/*2$ ^гинъытвиԓинэт/*гинъытвиԓинэт$
   ^2/*2$ ^гаԓягъэ/гаԓяк<v><iv><neut><aor><s_sg2>/гаԓяк<v><iv><neut><aor><s_sg3>$
   ^2/*2$ ^гаԓягты/гаԓяк<v><iv><vb>/гаԓяк<v><tv><vb>$
   ^2/*2$ ^гаӄэргавԓен/ӄэргавык<v><iv><stat><perf><s_sg3>/ӄэргавык<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гаӄамэтваԓенат/ӄамэтвак<v><iv><stat><perf><s_pl3>$
   ^2/*2$ ^гатԓьата/*гатԓьата$
   ^2/*2$ ^гатэргатԓенат/тэргатык<v><iv><stat><perf><s_pl3>$
   ^2/*2$ ^гатэргатԓен/тэргатык<v><iv><stat><perf><s_sg3>/тэргатык<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гарагтыԓенат/рагтык<v><iv><stat><perf><s_pl3>$
   ^2/*2$ ^гапэԓяԓенат/пэԓяк<v><iv><stat><perf><s_pl3>$
   ^2/*2$ ^гапааԓен/паак<v><iv><stat><perf><s_sg3>/паак<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^ганмыԓен/*ганмыԓен$
   ^2/*2$ ^гамԓытвэԓенат/*гамԓытвэԓенат$
   ^2/*2$ ^гаматаԓен/матак<v><iv><stat><perf><s_sg3>/матак<v><tv><stat><perf><o_sg3>$
   ^2/*2$ ^гаймаӈэн/*гаймаӈэн$
   ^2/*2$ ^гагтымԓытвэԓен/*гагтымԓытвэԓен$
   ^2/*2$ ^гагтоԓенат/агтак<v><iv><consume><stat><perf><s_pl3>$
   ^2/*2$ ^гавъяԓен/*гавъяԓен$
   ^2/*2$ ^вэԓчиин/вэԓчиин<part>$
   ^2/*2$ ^вэԓерӈан/*вэԓерӈан$
   ^2/*2$ ^вэӄучитэ/*вэӄучитэ$
   ^2/*2$ ^вээмӄэй/вээм<n><dim><sg><abs>$
   ^2/*2$ ^вэчыръогыргыт/вэчыръогыргын<n><pl><abs>/вэчыръогыргын<n><px3pl><abs>$
   ^2/*2$ ^вэтчагъат/вэтчак<v><iv><neut><aor><s_pl3>$
   ^2/*2$ ^вэтга/*вэтга$
   ^2/*2$ ^вэгыԓкунин/*вэгыԓкунин$
   ^2/*2$ ^выԓгыӄаӈокэтԓьан/*выԓгыӄаӈокэтԓьан$
   ^2/*2$ ^въэйиръыԓьын/*въэйиръыԓьын$
   ^2/*2$ ^въэйиръын/*въэйиръын$
   ^2/*2$ ^въайӄонагтэ/*въайӄонагтэ$
   ^2/*2$ ^вогой/*вогой$
   ^2/*2$ ^ваԓята/ваԓы<n><erg>$
